TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,INTERNET_CASA,EST_IDADE,EST_RENDA_PER_CAP,EST_CELULAR_PER_CAP,EST_COMP_PER_CAP,EST_VEICULO_PER_CAP,EST_ELE_DOM_PER_CAP,cluster
Masculino,Branca,Estadual,440.0,401.2,514.9,472.8,460.0,EF-1 incompleto,ES incompleto,True,18.0,770.0016666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Feminino,Branca,Privada,548.7,556.7,730.8,582.5,760.0,PG completo,ES incompleto,True,17.0,7425.001249999999,1.125,1.125,0.25,1.75,1
Masculino,Branca,Estadual,632.4,561.9,668.9,534.8,580.0,EM incompleto,ES incompleto,True,17.0,742.50125,1.125,0.25,0.0,2.0,1
Feminino,Preta,Privada,553.0,505.8,699.9,546.7,660.0,PG incompleto,ES incompleto,True,18.0,2244.001,0.9,0.9,0.6,1.2,1
Feminino,Branca,Estadual,488.2,474.7,600.2,530.1,780.0,ES incompleto,EF-2 incompleto,True,18.0,907.50125,0.5,0.0,0.25,0.5,0
Masculino,Parda,Privada,534.3,601.5,726.9,548.6,880.0,PG incompleto,PG incompleto,True,18.0,462.001,0.9,0.2,0.0,1.4,1
Feminino,Branca,Estadual,332.9,340.4,493.3,382.0,560.0,EM incompleto,ES incompleto,True,17.0,1188.001,0.9,0.0,0.2,1.4,0
Masculino,Branca,Privada,629.1,669.2,748.2,615.3,860.0,PG incompleto,PG completo,True,17.0,7425.001249999999,1.125,1.125,0.5,2.25,1
Masculino,Branca,Privada,572.6,487.0,596.7,569.4,880.0,ES incompleto,EF-2 incompleto,True,18.0,990.0016666666668,1.0,0.3333333333333333,0.0,1.0,1
Masculino,Branca,Privada,545.7,448.2,558.5,595.5,760.0,ES incompleto,PG incompleto,True,18.0,1210.0016666666668,0.6666666666666666,0.3333333333333333,0.0,1.0,1
Feminino,Parda,Estadual,557.6,494.2,601.5,547.1,580.0,EF-2 incompleto,EF-1 incompleto,True,18.0,577.50125,1.125,0.0,0.25,1.0,0
Masculino,Branca,Privada,569.8,558.9,556.3,573.6,560.0,PG completo,EM incompleto,True,18.0,1540.0016666666668,1.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1
Feminino,Parda,Estadual,503.3,450.2,439.1,454.7,520.0,EF-1 incompleto,EF-1 incompleto,False,18.0,0.0,0.6666666666666666,0.0,0.0,1.0,0
Feminino,Branca,Estadual,513.9,538.0,506.7,501.5,680.0,PG incompleto,EM incompleto,True,18.0,0.0,0.9,0.6,0.2,1.2,0
Feminino,Branca,Privada,610.9,601.6,737.0,592.5,680.0,PG completo,PG completo,True,17.0,5775.001249999999,1.125,1.125,0.0,1.75,1
Masculino,Branca,Estadual,538.3,517.6,644.1,562.5,840.0,ES incompleto,PG incompleto,True,18.0,165.0,1.125,0.5,0.0,1.5,1
Feminino,Parda,Estadual,599.0,508.0,555.3,612.3,680.0,ES incompleto,ES incompleto,True,18.0,220.0,1.0,0.0,0.0,0.6666666666666666,1
Feminino,Parda,Estadual,577.3,476.5,617.5,601.1,880.0,PG incompleto,PG incompleto,True,18.0,1815.00125,0.75,0.0,0.5,1.25,1
Feminino,Parda,Estadual,569.0,402.1,494.8,559.6,620.0,ES incompleto,ES incompleto,True,18.0,330.00100000000003,0.4,0.0,0.0,0.8,0
Masculino,Branca,Privada,546.2,485.8,571.6,540.5,520.0,PG incompleto,ES incompleto,True,17.0,5940.001666666667,1.5,0.6666666666666666,1.0,3.0,0
Feminino,Branca,Estadual,494.6,443.6,445.3,496.5,360.0,EF-2 incompleto,EM incompleto,True,18.0,518.5721428571429,0.6428571428571429,0.1428571428571428,0.0,0.7142857142857143,0
Masculino,Parda,Estadual,616.5,562.8,689.4,615.9,840.0,EF-1 incompleto,EF-2 incompleto,True,19.0,220.0,1.0,0.3333333333333333,0.0,2.0,1
Masculino,Parda,Privada,478.8,544.7,749.7,531.6,700.0,PG completo,PG completo,True,17.0,7425.001249999999,1.125,1.125,0.5,2.625,1
Feminino,Branca,Estadual,536.9,458.4,591.6,529.7,720.0,ES incompleto,ES incompleto,True,18.0,220.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0
Masculino,Amarela,Privada,668.5,715.1,899.5,656.0,780.0,EM incompleto,EM incompleto,True,18.0,2475.0012500000003,1.125,0.0,0.5,1.25,1
Feminino,Branca,Privada,570.1,511.2,574.2,568.8,620.0,ES incompleto,PG incompleto,True,18.0,3630.00125,1.125,1.125,0.5,2.375,1
Feminino,Preta,Estadual,526.9,446.7,502.7,489.4,780.0,ES incompleto,PG completo,True,18.0,4840.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.0,0
Masculino,Branca,Privada,615.9,681.4,715.9,572.0,780.0,PG incompleto,PG incompleto,True,18.0,7425.001249999999,1.125,1.125,0.5,2.625,1
Masculino,Branca,Privada,638.8,604.8,770.7,633.5,800.0,EF-1 incompleto,ES incompleto,True,18.0,2860.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333,1
Masculino,Branca,Privada,642.0,609.5,759.9,621.8,760.0,PG completo,PG completo,True,17.0,5775.001249999999,1.125,1.125,0.5,1.5,1
Feminino,Branca,Estadual,568.5,513.6,549.1,568.5,680.0,ES incompleto,ES incompleto,True,17.0,1980.0016666666668,1.0,0.3333333333333333,0.0,1.3333333333333333,1
Feminino,Branca,Privada,582.3,569.2,671.2,578.2,920.0,ES incompleto,ES incompleto,True,18.0,1485.00125,1.125,0.5,0.75,2.625,1
Feminino,Branca,Privada,650.2,378.1,778.3,621.3,960.0,PG completo,PG completo,True,18.0,7425.001249999999,1.125,0.75,0.25,2.875,1
Feminino,Parda,Estadual,507.2,415.6,376.6,520.9,480.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.25,0.0,0.0,1.25,0
Feminino,Branca,Privada,612.3,526.2,505.5,551.7,740.0,ES incompleto,PG incompleto,True,17.0,1815.00125,0.25,0.5,0.5,1.5,1
Masculino,Branca,Privada,533.7,486.7,670.8,526.0,680.0,PG incompleto,PG completo,True,16.0,7700.001666666666,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0
Feminino,Branca,Privada,742.0,705.5,783.0,678.0,900.0,ES incompleto,PG incompleto,True,18.0,4290.0025000000005,1.0,1.0,0.5,3.5,1
Feminino,Preta,Estadual,513.7,474.2,534.2,482.8,480.0,EF-2 incompleto,EF-1 incompleto,True,17.0,132.0,0.2,0.0,0.0,0.8,0
Feminino,Branca,Privada,613.2,591.2,616.3,616.3,800.0,PG completo,PG incompleto,True,18.0,4840.001666666667,1.0,1.5,0.3333333333333333,2.333333333333333,1
Masculino,Branca,Privada,592.6,659.4,822.3,637.8,860.0,PG incompleto,PG incompleto,True,17.0,5775.001249999999,1.125,0.25,0.5,2.0,1
Feminino,Amarela,Privada,674.2,697.8,764.0,640.3,880.0,PG incompleto,PG incompleto,True,17.0,4455.00125,1.125,0.75,0.25,2.0,1
Feminino,Branca,Privada,545.7,505.2,610.7,518.2,640.0,PG completo,PG incompleto,True,17.0,7425.001249999999,1.125,1.125,0.75,2.25,0
Feminino,Branca,Estadual,537.0,451.7,573.4,563.2,700.0,ES incompleto,PG incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Feminino,Branca,Privada,725.3,741.9,804.8,753.2,820.0,PG completo,PG incompleto,True,17.0,7425.001249999999,1.125,0.5,0.25,2.0,1
Feminino,Parda,Estadual,586.7,534.5,682.2,625.7,560.0,EM incompleto,EF-2 incompleto,True,18.0,550.0016666666667,1.0,0.0,0.3333333333333333,2.333333333333333,1
Masculino,Amarela,Privada,666.0,758.5,876.1,599.3,920.0,PG incompleto,PG completo,True,17.0,3300.001666666667,1.5,1.0,0.3333333333333333,2.833333333333333,1
Masculino,Branca,Privada,559.9,580.2,732.4,548.6,880.0,ES incompleto,ES incompleto,True,18.0,1485.00125,1.125,0.75,0.25,1.5,1
Masculino,Branca,Privada,597.0,610.1,731.3,618.5,820.0,PG incompleto,PG incompleto,True,17.0,7425.001249999999,1.125,0.5,0.25,2.25,1
Feminino,Branca,Privada,685.6,692.8,732.6,677.7,940.0,ES incompleto,PG incompleto,True,18.0,2805.0012500000003,1.125,0.0,1.25,1.5,1
Feminino,Parda,Estadual,514.4,405.3,403.4,528.4,0.0,EF-2 incompleto,EF-2 incompleto,True,18.0,275.00083333333333,0.1666666666666666,0.0,0.0,0.5,0
Feminino,Branca,Privada,623.7,534.3,754.1,632.1,740.0,ES incompleto,PG incompleto,True,18.0,4620.000999999999,0.9,0.9,0.4,1.4,1
Feminino,Branca,Estadual,575.3,584.9,646.2,588.1,780.0,ES incompleto,ES incompleto,True,18.0,462.001,0.9,0.0,0.0,1.2,1
Feminino,Preta,Privada,628.8,457.0,693.9,593.4,740.0,PG incompleto,ES incompleto,True,17.0,2145.0012500000003,1.125,0.75,0.25,1.75,1
Masculino,Branca,Privada,613.7,612.7,663.6,538.6,500.0,ES incompleto,PG completo,True,17.0,924.001,0.9,0.2,0.2,1.0,1
Masculino,Branca,Privada,611.4,652.7,687.8,592.8,560.0,PG completo,PG completo,True,17.0,4455.00125,1.125,0.5,0.5,2.0,1
Masculino,Branca,Estadual,0.0,464.0,389.6,421.8,640.0,EF-1 incompleto,ES incompleto,True,18.0,1210.0016666666668,1.0,0.0,0.3333333333333333,2.0,0
Masculino,Parda,Estadual,497.5,469.0,637.2,477.1,540.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0
Feminino,Amarela,Privada,540.8,546.6,753.7,516.2,860.0,PG completo,PG incompleto,True,18.0,2508.001,0.9,0.4,0.2,1.8,1
Masculino,Preta,Privada,478.1,383.5,497.6,495.8,340.0,ES incompleto,EM incompleto,True,18.0,165.0,0.25,0.25,0.25,1.0,0
Masculino,Preta,Estadual,373.2,518.7,432.8,466.7,500.0,ES incompleto,ES incompleto,True,19.0,412.50125,1.125,0.25,0.0,0.75,0
Feminino,Branca,Privada,494.6,457.3,619.8,535.9,680.0,ES incompleto,ES incompleto,True,17.0,1815.0025,1.5,0.5,1.0,3.0,0
Feminino,Branca,Estadual,615.4,396.5,395.2,573.8,0.0,PG completo,PG incompleto,True,17.0,770.0016666666667,1.0,0.6666666666666666,0.3333333333333333,2.0,0
Feminino,Parda,Estadual,633.0,577.2,567.6,611.2,600.0,ES incompleto,ES incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1
Masculino,Branca,Privada,629.4,703.1,877.6,669.6,500.0,PG incompleto,PG incompleto,True,17.0,924.001,0.9,0.4,0.2,1.2,1
Feminino,Branca,Privada,535.9,448.9,438.5,548.4,620.0,EM incompleto,PG completo,True,17.0,2310.0025,1.5,1.0,0.5,4.25,0
Masculino,Parda,Estadual,707.9,707.9,803.1,629.8,840.0,EM incompleto,PG incompleto,True,18.0,1210.0016666666668,0.6666666666666666,0.6666666666666666,0.0,1.0,1
Feminino,Branca,Privada,570.6,497.7,649.1,583.4,900.0,PG completo,PG completo,True,17.0,3300.001666666667,1.0,1.5,0.3333333333333333,2.6666666666666665,1
Masculino,Branca,Estadual,494.1,449.5,389.6,430.4,520.0,EF-2 incompleto,EM incompleto,True,18.0,330.00100000000003,0.9,0.4,0.0,1.7,0
Feminino,Branca,Estadual,624.1,564.8,629.0,656.7,820.0,ES incompleto,PG completo,True,17.0,1188.001,0.9,0.4,0.4,1.0,1
Feminino,Branca,Estadual,328.7,437.4,724.8,550.0,860.0,EM incompleto,EF-2 incompleto,True,17.0,330.0,1.0,0.0,0.0,2.5,0
Masculino,Branca,Privada,614.0,563.1,569.3,574.7,660.0,PG incompleto,PG incompleto,True,18.0,3135.0012500000003,1.125,0.25,0.5,2.875,1
Feminino,Branca,Privada,632.2,653.6,712.7,580.8,800.0,PG completo,PG completo,True,17.0,1452.001,0.6,0.0,0.4,1.2,1
Feminino,Branca,Privada,527.1,560.4,550.4,525.3,840.0,PG completo,ES incompleto,True,17.0,5775.001249999999,1.125,0.75,0.5,1.75,1
Feminino,Branca,Estadual,439.5,504.6,464.4,539.1,480.0,PG incompleto,PG incompleto,True,17.0,1188.001,0.9,0.0,0.0,0.8,0
Feminino,Preta,Estadual,550.0,497.8,528.5,552.6,960.0,ES incompleto,PG completo,True,18.0,1188.001,0.9,0.2,0.2,1.2,1
Feminino,Branca,Estadual,467.8,449.4,395.0,470.5,520.0,ES incompleto,ES incompleto,True,18.0,1155.00125,0.75,0.0,0.0,1.0,0
Masculino,Branca,Privada,560.4,0.0,0.0,545.3,880.0,PG completo,PG completo,True,17.0,3135.0012500000003,0.75,0.5,0.75,1.75,0
Feminino,Parda,Estadual,555.3,604.4,630.9,519.5,560.0,EF-2 incompleto,ES incompleto,True,18.0,385.0008333333333,0.75,0.1666666666666666,0.1666666666666666,1.1666666666666667,1
Feminino,Branca,Estadual,572.0,538.7,464.1,559.7,820.0,ES incompleto,PG completo,True,17.0,3300.001666666667,1.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1
Masculino,Branca,Privada,619.3,593.9,604.8,571.0,700.0,EF-1 incompleto,PG incompleto,True,18.0,275.00083333333333,0.75,0.1666666666666666,0.0,0.6666666666666666,1
Masculino,Branca,Estadual,464.6,402.8,457.9,531.4,500.0,PG incompleto,PG incompleto,True,18.0,1188.001,0.9,0.2,0.2,1.2,0
Masculino,Branca,Estadual,510.0,382.6,492.9,498.9,520.0,EM incompleto,EF-1 incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0,0
Feminino,Branca,Estadual,320.7,403.4,400.6,340.9,520.0,Nunca estudou,EM incompleto,True,20.0,577.50125,0.25,0.0,0.0,0.5,0
Feminino,Branca,Estadual,536.8,541.1,574.2,538.5,780.0,PG completo,PG incompleto,True,18.0,2970.0025,1.0,0.0,0.5,2.0,1
Feminino,Branca,Estadual,487.1,455.4,570.7,591.4,780.0,EM incompleto,EM incompleto,True,18.0,907.50125,1.125,0.25,0.5,2.375,0
Masculino,Parda,Estadual,497.3,503.1,650.5,503.8,740.0,ES incompleto,ES incompleto,True,18.0,907.50125,0.75,0.0,0.5,1.0,0
Feminino,Branca,Privada,624.6,619.5,734.0,574.7,840.0,PG completo,PG incompleto,True,16.0,5775.001249999999,1.125,1.125,0.5,2.0,1
Feminino,Parda,Privada,556.9,549.7,549.0,544.8,800.0,PG completo,ES incompleto,True,17.0,2145.0012500000003,1.125,0.0,0.5,1.75,1
Masculino,Parda,Privada,644.8,493.9,391.1,639.9,720.0,PG completo,PG completo,True,17.0,3135.0012500000003,0.75,0.25,0.5,1.25,1
Feminino,Parda,Estadual,487.6,346.9,484.4,508.8,280.0,ES incompleto,ES incompleto,True,18.0,462.001,0.9,0.0,0.0,1.2,0
Masculino,Branca,Privada,623.6,611.1,655.0,608.3,780.0,EF-2 incompleto,PG incompleto,True,18.0,1540.0016666666668,1.0,0.6666666666666666,0.6666666666666666,2.333333333333333,1
Masculino,Branca,Estadual,528.7,599.7,694.6,636.8,0.0,EF-1 incompleto,PG completo,True,18.0,1452.001,0.9,0.2,0.2,0.8,0
Feminino,Branca,Privada,545.1,498.9,646.6,513.0,520.0,PG completo,PG incompleto,True,17.0,990.0016666666668,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0
Feminino,Branca,Privada,664.5,645.5,723.1,647.6,920.0,PG incompleto,PG incompleto,True,17.0,2860.001666666667,1.0,0.6666666666666666,0.3333333333333333,2.0,1
Feminino,Preta,Estadual,565.2,488.3,469.2,562.8,600.0,PG incompleto,PG incompleto,True,18.0,1155.00125,0.75,1.125,0.25,1.5,0
Masculino,Amarela,Estadual,505.2,549.1,600.4,499.3,440.0,EF-1 incompleto,EF-1 incompleto,True,18.0,330.0,1.0,0.0,0.0,3.5,0
Feminino,Branca,Privada,607.5,508.8,584.6,588.6,700.0,PG incompleto,ES incompleto,True,18.0,412.50125,1.125,0.25,0.0,1.25,1
Masculino,Branca,Estadual,495.1,475.8,447.0,461.2,740.0,EM incompleto,ES incompleto,True,18.0,275.00083333333333,0.75,0.1666666666666666,0.1666666666666666,0.8333333333333334,0
Feminino,Preta,Estadual,564.0,476.8,690.3,592.5,760.0,EF-1 incompleto,EF-1 incompleto,True,18.0,330.0,0.5,0.0,0.0,2.0,1
Feminino,Preta,Privada,516.5,491.5,481.1,329.7,620.0,ES incompleto,PG incompleto,True,17.0,1155.00125,1.125,0.25,0.0,1.0,0
Feminino,Parda,Privada,539.2,499.9,531.7,577.6,620.0,PG incompleto,ES incompleto,True,17.0,165.0,1.125,0.25,0.25,1.25,0
Masculino,Branca,Privada,563.4,496.2,625.5,541.9,800.0,PG completo,PG incompleto,True,18.0,1815.0025,1.0,0.0,0.0,2.5,1
Feminino,Preta,Estadual,498.6,440.3,471.5,559.0,560.0,ES incompleto,PG completo,True,17.0,825.0025,1.0,0.5,0.5,4.5,0
Feminino,Branca,Privada,540.2,567.4,684.4,583.9,900.0,PG incompleto,PG completo,True,17.0,3630.00125,1.125,0.75,0.5,1.75,1
Masculino,Parda,Estadual,560.3,383.8,362.0,507.9,320.0,ES incompleto,PG incompleto,True,18.0,742.50125,0.25,0.0,0.0,1.0,0
Masculino,Branca,Estadual,456.7,456.5,406.8,320.9,320.0,ES incompleto,EF-2 incompleto,True,18.0,990.0008333333334,0.75,0.0,0.1666666666666666,1.4166666666666667,0
Feminino,Branca,Estadual,546.2,567.6,581.7,513.2,840.0,ES incompleto,EM incompleto,True,18.0,1540.0016666666668,1.0,0.0,0.3333333333333333,2.6666666666666665,1
Masculino,Branca,Privada,673.3,664.4,685.2,613.4,840.0,PG incompleto,PG completo,True,18.0,7425.001249999999,1.125,0.75,0.75,2.875,1
Masculino,Preta,Estadual,540.7,446.9,387.9,508.6,680.0,ES incompleto,ES incompleto,True,17.0,594.001,0.9,0.2,0.2,1.2,0
Masculino,Branca,Estadual,387.1,344.4,457.2,325.2,440.0,ES incompleto,ES incompleto,True,17.0,1485.00125,1.125,0.75,0.5,2.0,0
Masculino,Parda,Estadual,451.1,360.6,621.0,454.2,440.0,ES incompleto,ES incompleto,True,18.0,220.0,1.0,0.3333333333333333,0.0,1.6666666666666667,0
Feminino,Branca,Privada,595.6,517.2,608.5,620.1,860.0,EF-2 incompleto,PG incompleto,True,17.0,4455.00125,1.125,0.25,0.5,2.0,1
Feminino,Branca,Estadual,564.4,520.6,702.9,575.1,680.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1
Feminino,Branca,Estadual,564.9,538.3,580.7,587.3,580.0,EF-2 incompleto,EF-2 incompleto,True,17.0,165.0,0.75,0.0,0.0,1.25,1
Masculino,Preta,Estadual,519.4,454.6,487.7,551.3,320.0,ES incompleto,EF-2 incompleto,True,18.0,577.50125,1.125,0.25,0.0,1.75,0
Masculino,Branca,Estadual,393.9,507.1,430.0,497.5,540.0,EM incompleto,EM incompleto,True,18.0,412.50125,0.5,0.0,0.0,1.25,0
Feminino,Parda,Estadual,451.9,495.7,369.7,463.4,620.0,ES incompleto,ES incompleto,True,18.0,577.50125,0.5,0.25,0.0,1.25,0
Feminino,Preta,Estadual,577.4,503.7,621.2,548.2,940.0,PG incompleto,PG incompleto,True,18.0,2145.0012500000003,1.125,0.25,0.25,1.5,1
Masculino,Branca,Estadual,614.2,563.7,659.4,559.4,580.0,ES incompleto,PG incompleto,True,18.0,1815.00125,1.125,0.25,0.25,1.75,1
Masculino,Branca,Estadual,583.1,525.0,581.7,549.9,580.0,ES incompleto,ES incompleto,True,18.0,825.0025,1.5,0.0,0.0,2.5,0
Masculino,Branca,Privada,611.8,548.3,679.1,547.1,900.0,PG completo,PG incompleto,True,18.0,1155.00125,1.125,0.5,0.25,1.5,1
Feminino,Parda,Estadual,414.9,440.9,548.5,539.9,680.0,EF-2 incompleto,EF-2 incompleto,False,18.0,110.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0
Feminino,Branca,Estadual,459.7,453.6,512.9,528.6,600.0,ES incompleto,ES incompleto,True,18.0,907.50125,1.125,0.25,0.5,2.5,0
Feminino,Branca,Privada,525.1,579.3,703.6,521.9,880.0,PG completo,PG completo,True,18.0,7425.001249999999,1.125,1.125,1.5,3.375,1
Masculino,Branca,Estadual,628.7,549.3,679.8,603.9,740.0,ES incompleto,ES incompleto,True,17.0,1155.00125,1.125,0.0,0.25,2.0,1
Masculino,Parda,Estadual,473.8,467.8,442.5,489.4,680.0,EM incompleto,EF-1 incompleto,True,18.0,577.50125,1.125,0.25,0.0,1.25,0
Feminino,Preta,Estadual,603.5,549.7,677.7,612.8,640.0,ES incompleto,PG completo,True,18.0,165.0,0.5,0.0,0.0,1.0,1
Feminino,Branca,Estadual,605.8,566.1,642.1,544.1,680.0,ES incompleto,ES incompleto,True,18.0,1210.0016666666668,1.0,0.3333333333333333,0.0,1.6666666666666667,1
Masculino,Branca,Estadual,517.8,521.8,590.9,525.9,520.0,EF-2 incompleto,EF-1 incompleto,True,19.0,907.50125,1.125,0.0,0.0,1.0,0
Feminino,Branca,Estadual,593.0,501.8,646.6,636.1,600.0,ES incompleto,ES incompleto,True,18.0,577.50125,1.125,0.25,0.25,1.0,1
Feminino,Parda,Privada,513.6,365.2,549.1,593.8,360.0,ES incompleto,PG completo,True,17.0,1485.0025,1.0,0.5,0.0,2.5,0
Feminino,Branca,Estadual,602.4,548.7,688.0,620.0,840.0,PG completo,PG completo,True,18.0,1188.001,0.9,0.2,0.2,1.0,1
Masculino,Branca,Estadual,540.3,533.1,515.0,533.1,520.0,EM incompleto,ES incompleto,True,18.0,412.50125,0.25,0.25,0.0,1.0,0
Feminino,Branca,Privada,560.3,518.3,446.6,549.2,820.0,ES incompleto,ES incompleto,True,17.0,726.001,0.6,0.2,0.2,1.2,0
Feminino,Branca,Privada,534.5,572.8,635.8,559.5,560.0,PG incompleto,PG incompleto,True,18.0,1540.0016666666668,1.0,0.6666666666666666,0.3333333333333333,2.0,1
Masculino,Preta,Estadual,523.0,524.1,359.5,451.2,520.0,PG incompleto,PG incompleto,True,18.0,907.50125,0.25,0.25,0.25,1.75,0
Masculino,Parda,Estadual,554.8,589.7,645.9,480.5,580.0,ES incompleto,EM incompleto,True,18.0,1980.0016666666668,1.0,0.3333333333333333,0.6666666666666666,2.333333333333333,0
Masculino,Branca,Privada,554.0,490.8,481.6,541.5,640.0,PG completo,PG incompleto,True,17.0,1540.0016666666668,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0
Feminino,Branca,Estadual,595.8,459.0,690.3,625.4,800.0,ES incompleto,PG completo,True,18.0,742.50125,1.125,0.25,0.25,1.5,1
Feminino,Branca,Estadual,446.9,475.6,455.8,468.5,540.0,EF-2 incompleto,EF-2 incompleto,True,19.0,220.0,1.0,0.0,0.0,1.3333333333333333,0
Feminino,Branca,Estadual,435.6,515.1,463.5,533.8,580.0,EM incompleto,ES incompleto,True,17.0,1155.0025,1.0,0.0,0.0,2.0,0
Feminino,Branca,Privada,547.2,595.5,650.5,609.9,500.0,PG incompleto,PG incompleto,True,17.0,4620.000999999999,0.9,0.9,1.0,1.9,1
Masculino,Parda,Estadual,613.0,479.3,646.5,541.5,520.0,PG incompleto,PG incompleto,True,18.0,907.50125,1.125,0.25,0.25,1.75,0
Feminino,Branca,Privada,612.6,576.2,591.2,574.9,900.0,PG completo,PG incompleto,True,17.0,7700.001666666666,1.0,1.0,0.3333333333333333,2.6666666666666665,1
Feminino,Parda,Privada,608.7,600.7,613.7,585.9,840.0,EM incompleto,ES incompleto,True,18.0,1210.0016666666668,1.0,0.3333333333333333,0.0,2.0,1
Masculino,Parda,Privada,637.7,658.2,754.3,627.6,680.0,ES incompleto,EM incompleto,True,18.0,594.001,0.9,0.9,0.8,2.5,1
Feminino,Branca,Privada,573.6,471.7,499.2,590.3,680.0,PG incompleto,PG incompleto,True,18.0,1485.0025,0.5,0.5,0.0,3.0,0
Feminino,Branca,Estadual,581.0,484.6,450.8,598.2,560.0,ES incompleto,ES incompleto,True,17.0,165.0,0.5,0.0,0.0,0.75,0
Masculino,Parda,Privada,563.5,503.0,707.5,576.7,820.0,EF-1 incompleto,PG incompleto,True,17.0,1188.001,0.9,0.2,0.6,0.8,1
Masculino,Parda,Privada,675.7,586.8,766.0,622.3,760.0,PG incompleto,PG completo,True,17.0,2145.0012500000003,1.125,0.25,0.0,1.75,1
Feminino,Parda,Estadual,586.3,478.7,711.1,546.4,760.0,EF-1 incompleto,EF-1 incompleto,True,18.0,990.0016666666668,1.0,0.3333333333333333,0.0,2.0,1
Feminino,Parda,Estadual,486.2,437.1,435.4,482.8,500.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.75,0.0,0.0,1.25,0
Masculino,Branca,Privada,663.8,623.6,745.6,577.5,880.0,PG incompleto,PG incompleto,True,18.0,5775.001249999999,1.125,0.75,0.5,2.625,1
Masculino,Branca,Privada,547.0,543.2,590.6,486.8,380.0,EM incompleto,PG completo,True,17.0,3740.001666666667,0.3333333333333333,0.6666666666666666,1.0,3.0,0
Feminino,Branca,Privada,464.2,477.7,410.2,502.6,520.0,EM incompleto,PG completo,True,18.0,3300.001666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.333333333333333,0
Masculino,Branca,Privada,618.1,623.6,610.6,611.6,880.0,PG completo,PG completo,True,18.0,1815.00125,0.75,0.0,0.0,1.75,1
Masculino,Preta,Estadual,507.2,457.6,373.9,550.4,600.0,ES incompleto,PG completo,True,18.0,594.001,0.9,0.4,0.2,1.4,0
Masculino,Branca,Privada,541.1,510.8,719.8,523.2,880.0,ES incompleto,ES incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1
Masculino,Branca,Privada,664.8,659.9,747.2,602.9,660.0,PG completo,PG incompleto,True,18.0,1188.001,0.9,0.2,0.0,0.8,1
Masculino,Branca,Privada,605.4,619.6,712.2,565.4,660.0,PG incompleto,PG incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1
Masculino,Parda,Estadual,469.6,439.1,412.3,444.8,480.0,EM incompleto,EF-2 incompleto,True,19.0,577.50125,0.25,0.25,0.5,1.75,0
Feminino,Branca,Estadual,503.5,483.2,486.5,578.5,620.0,EF-2 incompleto,ES incompleto,True,18.0,577.50125,1.125,0.25,0.25,1.25,0
Feminino,Branca,Privada,540.2,607.5,662.7,616.2,880.0,PG incompleto,PG incompleto,True,17.0,3630.00125,1.125,0.25,0.25,1.75,1
Feminino,Parda,Estadual,549.0,597.0,501.5,493.6,880.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1
Feminino,Parda,Estadual,675.3,622.8,676.8,641.3,800.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,3.5,1
Masculino,Branca,Privada,637.6,597.6,742.1,632.9,900.0,PG completo,PG incompleto,True,17.0,1980.0016666666668,1.0,0.6666666666666666,0.3333333333333333,3.5,1
Masculino,Branca,Privada,628.6,571.6,732.3,597.8,680.0,PG incompleto,PG incompleto,True,17.0,3300.001666666667,1.5,0.3333333333333333,0.3333333333333333,1.3333333333333333,1
Masculino,Branca,Privada,586.2,522.6,569.6,529.2,840.0,ES incompleto,ES incompleto,True,18.0,990.0016666666668,0.6666666666666666,0.0,1.0,2.333333333333333,1
