TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,INTERNET_CASA,EST_IDADE,EST_RENDA_PER_CAP,EST_CELULAR_PER_CAP,EST_COMP_PER_CAP,EST_VEICULO_PER_CAP,EST_ELE_DOM_PER_CAP,cluster
Masculino,Branca,Estadual,580.9,560.5,500.8,614.9,600.0,ES incompleto,EM incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.0,1.3333333333333333,1
Masculino,Branca,Privada,528.4,564.4,520.8,587.7,880.0,ES incompleto,ES incompleto,True,18.0,5940.000999999999,0.9,0.9,0.9,2.3,1
Feminino,Parda,Privada,513.0,480.6,503.8,421.7,560.0,EF-2 incompleto,EM incompleto,True,18.0,330.00100000000003,0.0,0.0,0.0,0.8,0
Masculino,Branca,Privada,472.6,503.8,567.0,526.6,740.0,ES incompleto,ES incompleto,True,17.0,1980.0016666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Feminino,Branca,Privada,501.6,462.5,505.0,510.1,660.0,ES incompleto,ES incompleto,True,18.0,4290.0025000000005,1.0,1.0,0.5,3.0,0
Masculino,Branca,Estadual,518.5,501.2,653.5,572.7,580.0,PG incompleto,PG incompleto,True,18.0,2145.0012500000003,1.125,0.25,0.0,1.25,0
Feminino,Branca,Privada,593.6,427.7,682.0,583.4,740.0,ES incompleto,PG incompleto,True,17.0,1540.0016666666668,1.0,0.0,0.3333333333333333,1.3333333333333333,1
Feminino,Branca,Privada,632.8,339.6,663.5,574.8,580.0,PG incompleto,PG incompleto,True,17.0,5775.001249999999,1.125,0.75,0.75,2.0,0
Masculino,Branca,Privada,620.5,586.1,600.4,611.1,820.0,PG completo,PG completo,True,17.0,3630.0025,1.0,0.5,0.5,3.0,1
Feminino,Branca,Privada,671.2,581.4,734.4,622.7,920.0,PG incompleto,PG incompleto,True,18.0,1155.00125,1.125,0.75,0.5,2.25,1
Feminino,Branca,Privada,491.9,544.3,669.8,551.4,620.0,ES incompleto,PG completo,True,17.0,1155.00125,0.75,0.25,0.25,1.5,0
Masculino,Parda,Estadual,617.5,528.9,621.6,570.1,520.0,ES incompleto,ES incompleto,True,18.0,220.0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,1
Feminino,Branca,Estadual,601.8,547.3,653.0,651.8,660.0,ES incompleto,EM incompleto,True,18.0,462.001,0.4,0.0,0.0,0.6,1
Feminino,Branca,Privada,534.0,550.2,653.3,569.3,860.0,PG completo,PG incompleto,True,17.0,7425.001249999999,1.125,1.125,0.75,2.375,1
Feminino,Preta,Estadual,580.5,481.0,407.6,594.1,600.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.75,0.0,0.0,1.25,0
Masculino,Preta,Estadual,562.9,470.8,573.5,543.5,460.0,ES incompleto,ES incompleto,True,18.0,825.0025,1.0,0.5,0.0,2.0,0
Feminino,Amarela,Privada,560.2,512.6,764.7,590.0,720.0,PG completo,ES incompleto,True,17.0,2475.0012500000003,1.125,0.75,0.25,1.75,1
Feminino,Branca,Privada,651.1,689.2,794.1,662.7,740.0,PG completo,PG incompleto,True,18.0,2475.0012500000003,1.125,0.25,0.25,1.5,1
Masculino,Preta,Privada,617.1,592.7,768.6,574.2,900.0,ES incompleto,PG completo,True,18.0,3135.0012500000003,1.125,1.125,0.75,1.75,1
Masculino,Preta,Estadual,471.7,412.0,488.1,461.5,520.0,EM incompleto,EM incompleto,True,17.0,220.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0
Feminino,Branca,Privada,615.3,597.1,693.8,604.5,840.0,PG incompleto,PG completo,True,17.0,2904.001,0.0,0.4,0.6,2.4,1
Masculino,Branca,Privada,576.5,605.8,643.7,563.2,640.0,PG completo,PG completo,True,17.0,7425.001249999999,0.75,0.5,0.25,1.25,1
Feminino,Branca,Privada,667.8,574.8,687.4,622.6,900.0,ES incompleto,EM incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.0,0.3333333333333333,1.6666666666666667,1
Masculino,Parda,Estadual,460.8,345.3,468.4,483.2,340.0,EF-1 incompleto,ES incompleto,True,19.0,742.50125,1.125,0.0,0.0,1.25,0
Masculino,Branca,Estadual,553.9,437.8,540.4,563.7,480.0,EF-1 incompleto,ES incompleto,True,18.0,165.0,1.125,0.25,0.25,1.0,0
Masculino,Branca,Privada,526.1,329.2,478.7,519.5,660.0,Nunca estudou,EF-2 incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,2.0,0
Feminino,Preta,Estadual,623.1,579.3,613.1,590.6,800.0,ES incompleto,PG completo,True,18.0,1155.00125,0.75,0.25,0.25,1.5,1
Feminino,Preta,Estadual,536.5,440.5,472.0,536.6,520.0,ES incompleto,ES incompleto,False,18.0,0.0,0.0,0.0,0.0,0.5,0
Feminino,Indigena,Estadual,572.8,454.2,492.8,537.4,580.0,EF-1 incompleto,ES incompleto,False,17.0,165.0,1.125,0.25,0.5,1.5,0
Feminino,Branca,Privada,627.4,611.0,741.9,628.3,920.0,PG incompleto,ES incompleto,True,17.0,1485.00125,1.125,1.125,0.0,1.5,1
Masculino,Branca,Privada,511.9,547.6,613.2,634.9,600.0,EM incompleto,EF-1 incompleto,True,18.0,2475.0012500000003,1.125,0.25,0.75,2.0,1
Masculino,Parda,Privada,467.2,467.2,549.1,455.7,520.0,EF-1 incompleto,EM incompleto,False,18.0,577.50125,1.125,0.0,0.25,1.25,0
Masculino,Preta,Privada,603.0,574.8,729.0,607.1,880.0,PG incompleto,PG completo,True,18.0,2310.0025,1.0,1.0,0.5,3.5,1
Masculino,Parda,Estadual,590.9,499.2,410.2,575.4,480.0,ES incompleto,ES incompleto,True,17.0,2310.0025,1.0,0.0,0.5,3.0,0
Masculino,Branca,Privada,567.7,590.4,653.2,549.5,580.0,PG completo,ES incompleto,True,17.0,3135.0012500000003,1.125,0.25,0.25,1.5,1
Masculino,Branca,Estadual,455.5,457.8,515.7,484.9,600.0,EM incompleto,EM incompleto,True,18.0,1485.00125,1.125,0.25,0.25,1.5,0
Feminino,Branca,Privada,647.5,597.6,721.2,647.2,900.0,PG incompleto,PG incompleto,True,17.0,3135.0012500000003,1.125,0.5,0.5,1.5,1
Masculino,Branca,Estadual,553.9,451.8,504.0,465.0,680.0,EF-2 incompleto,PG incompleto,True,17.0,907.50125,0.5,0.25,0.25,1.0,0
Masculino,Parda,Privada,596.2,553.0,760.3,603.4,660.0,PG completo,PG completo,True,18.0,4455.00125,0.5,0.5,0.25,1.75,1
Masculino,Parda,Estadual,571.2,375.6,388.6,562.3,440.0,ES incompleto,ES incompleto,True,18.0,825.0025,1.0,0.0,0.0,2.0,0
Masculino,Branca,Privada,659.7,604.4,748.7,596.3,920.0,ES incompleto,PG completo,True,18.0,3135.0012500000003,1.125,0.75,0.5,1.5,1
Feminino,Branca,Privada,507.8,456.8,347.1,455.2,480.0,EM incompleto,ES incompleto,True,19.0,1188.001,0.6,0.4,0.4,1.6,0
Feminino,Branca,Privada,609.3,519.8,636.4,579.2,800.0,EM incompleto,ES incompleto,True,17.0,907.50125,1.125,0.5,0.75,2.25,1
Masculino,Branca,Privada,538.5,660.9,735.7,582.0,560.0,PG incompleto,PG completo,True,17.0,3630.00125,0.75,1.125,0.25,2.0,1
Masculino,Amarela,Privada,637.9,637.9,829.7,567.0,800.0,PG incompleto,PG incompleto,True,18.0,2805.0012500000003,1.125,0.75,0.5,2.0,1
Feminino,Branca,Privada,641.4,590.2,755.6,540.2,820.0,PG incompleto,ES incompleto,True,17.0,2805.0012500000003,1.125,1.125,0.75,4.125,1
Masculino,Preta,Privada,626.9,687.9,876.2,562.6,920.0,PG completo,ES incompleto,True,17.0,1155.00125,1.125,0.5,0.25,1.25,1
Feminino,Branca,Privada,556.7,503.5,574.4,532.9,660.0,PG completo,PG incompleto,True,18.0,2970.0025,1.0,0.5,0.0,2.5,0
Masculino,Parda,Privada,547.9,475.2,657.3,579.1,820.0,PG completo,PG completo,True,18.0,770.0016666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1
Feminino,Branca,Privada,574.8,526.2,606.5,566.3,720.0,PG completo,PG completo,True,18.0,2805.0012500000003,1.125,1.125,0.25,2.25,1
Feminino,Branca,Privada,571.2,460.4,714.7,580.1,900.0,PG completo,PG incompleto,True,18.0,2310.0025,1.0,0.5,0.5,3.5,1
Masculino,Preta,Privada,444.1,492.3,471.3,388.3,560.0,ES incompleto,ES incompleto,True,18.0,462.001,0.9,0.0,0.2,1.2,0
Masculino,Parda,Estadual,591.7,542.1,744.7,615.8,560.0,PG incompleto,ES incompleto,True,18.0,825.0025,1.0,0.5,0.0,1.5,1
Feminino,Branca,Estadual,559.3,504.5,442.8,559.4,740.0,EF-2 incompleto,PG incompleto,True,18.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Masculino,Amarela,Privada,646.3,724.1,914.4,600.5,900.0,ES incompleto,PG incompleto,True,17.0,2420.0016666666666,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1
Feminino,Branca,Privada,438.0,540.0,479.1,503.5,620.0,PG incompleto,PG completo,True,17.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0,0
Feminino,Preta,Federal,611.2,468.6,634.9,596.7,940.0,ES incompleto,ES incompleto,True,17.0,1540.0016666666668,1.0,0.0,0.3333333333333333,1.3333333333333333,1
Feminino,Branca,Privada,668.3,581.1,683.9,611.7,920.0,PG completo,PG completo,True,18.0,1485.0025,1.0,1.0,0.5,2.5,1
Masculino,Branca,Privada,561.3,599.0,418.5,521.4,580.0,PG incompleto,PG completo,True,19.0,1210.0016666666668,1.5,1.0,0.3333333333333333,2.333333333333333,0
Feminino,Branca,Estadual,543.3,529.5,536.7,553.3,540.0,PG incompleto,EM incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,0
Feminino,Branca,Privada,610.8,527.5,602.1,627.6,840.0,PG incompleto,PG incompleto,True,17.0,3135.0012500000003,1.125,0.75,0.25,1.875,1
Feminino,Parda,Estadual,548.2,454.2,432.8,534.7,400.0,ES incompleto,PG completo,True,17.0,462.001,0.6,0.4,0.4,1.2,0
Feminino,Preta,Privada,542.5,544.3,518.5,517.9,640.0,PG completo,PG incompleto,True,17.0,1155.0025,1.0,0.5,0.0,2.5,0
Feminino,Branca,Privada,485.3,406.2,401.5,519.6,640.0,Nunca estudou,ES incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.0,2.333333333333333,0
Masculino,Branca,Estadual,567.2,487.4,385.0,536.1,480.0,ES incompleto,EF-2 incompleto,True,17.0,550.0016666666667,0.3333333333333333,0.0,0.3333333333333333,1.0,0
Feminino,Parda,Estadual,567.1,384.2,517.7,500.2,520.0,EM incompleto,EF-2 incompleto,True,18.0,165.0,0.75,0.0,0.25,1.25,0
Masculino,Branca,Privada,381.3,342.3,334.7,475.4,400.0,PG incompleto,PG completo,True,19.0,990.0016666666668,1.0,1.5,0.3333333333333333,2.6666666666666665,0
Masculino,Parda,Estadual,388.1,342.6,342.4,313.4,420.0,EM incompleto,ES incompleto,True,17.0,0.0,0.3333333333333333,0.0,0.0,1.3333333333333333,0
Feminino,Branca,Privada,598.5,571.6,731.7,627.0,720.0,PG incompleto,PG incompleto,True,18.0,4290.0025000000005,1.0,1.0,0.5,3.0,1
Feminino,Branca,Privada,620.4,599.4,732.5,599.4,840.0,PG completo,PG completo,True,17.0,9900.001666666663,1.0,0.6666666666666666,1.0,2.6666666666666665,1
Feminino,Parda,Estadual,567.5,519.2,644.9,604.9,620.0,EF-2 incompleto,EF-1 incompleto,True,18.0,330.0,1.0,0.5,0.0,2.0,1
Feminino,Preta,Privada,588.1,530.6,468.6,602.7,640.0,ES incompleto,ES incompleto,True,18.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333,1
Feminino,Parda,Privada,573.6,561.6,710.9,578.7,800.0,PG incompleto,ES incompleto,True,17.0,220.0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,1
Feminino,Branca,Privada,621.6,637.5,779.0,599.3,880.0,PG incompleto,PG completo,True,18.0,7700.001666666666,1.0,0.6666666666666666,0.3333333333333333,3.333333333333333,1
Masculino,Parda,Estadual,528.5,540.0,361.3,565.2,660.0,EM incompleto,EF-2 incompleto,True,18.0,1485.00125,1.125,0.25,0.5,1.0,0
Feminino,Parda,Estadual,576.5,448.4,547.0,574.4,540.0,EF-2 incompleto,EF-1 incompleto,False,18.0,1155.0025,0.5,0.0,0.0,2.0,0
Masculino,Parda,Estadual,508.6,498.9,500.7,483.7,660.0,ES incompleto,ES incompleto,True,18.0,1155.00125,1.125,0.0,0.5,1.0,0
Feminino,Parda,Privada,440.7,422.5,526.7,486.2,620.0,ES incompleto,ES incompleto,True,18.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0,0
Feminino,Branca,Privada,577.2,609.6,725.4,543.0,680.0,PG completo,PG completo,True,17.0,5775.001249999999,1.125,0.75,0.5,2.5,1
Masculino,Preta,Estadual,391.5,546.4,412.1,512.3,560.0,ES incompleto,PG incompleto,True,18.0,577.50125,1.125,0.25,0.25,1.0,0
Feminino,Branca,Estadual,583.3,408.3,618.0,506.5,720.0,ES incompleto,ES incompleto,True,18.0,742.50125,1.125,0.25,0.25,1.5,0
Feminino,Parda,Estadual,543.5,431.5,341.7,519.7,560.0,ES incompleto,PG incompleto,True,18.0,990.0016666666668,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0
Masculino,Branca,Privada,605.2,573.8,734.5,564.4,560.0,ES incompleto,PG incompleto,True,17.0,742.50125,1.125,0.25,0.25,1.5,1
Feminino,Branca,Estadual,586.6,546.4,704.3,561.7,780.0,PG incompleto,PG completo,True,17.0,2508.001,0.9,0.6,0.2,1.6,1
Feminino,Preta,Estadual,505.2,443.8,549.9,488.9,800.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0
Feminino,Parda,Privada,526.6,560.1,534.8,526.4,900.0,ES incompleto,EF-1 incompleto,True,18.0,220.0,1.0,0.0,0.0,1.0,1
Masculino,Preta,Privada,547.1,447.0,689.4,554.5,600.0,PG completo,ES incompleto,True,17.0,1210.0016666666668,0.3333333333333333,0.0,0.0,2.6666666666666665,0
Masculino,Branca,Estadual,580.1,556.0,613.9,599.8,400.0,EM incompleto,ES incompleto,True,18.0,165.0,1.125,0.0,0.0,1.5,1
Feminino,Parda,Privada,537.8,489.0,575.5,550.8,780.0,ES incompleto,ES incompleto,True,17.0,550.0016666666667,0.3333333333333333,0.3333333333333333,0.0,1.0,0
Feminino,Preta,Estadual,477.2,462.6,443.7,522.6,320.0,ES incompleto,EM incompleto,True,18.0,726.001,0.6,0.0,0.2,1.0,0
Feminino,Preta,Privada,661.2,654.9,699.4,663.3,880.0,PG incompleto,PG completo,True,17.0,1452.001,0.9,0.6,0.2,1.4,1
Masculino,Parda,Privada,539.2,593.3,681.4,581.8,780.0,ES incompleto,ES incompleto,True,18.0,9900.001666666663,1.0,1.0,0.3333333333333333,2.333333333333333,1
Masculino,Branca,Privada,633.5,543.0,706.6,596.2,860.0,PG incompleto,PG completo,True,18.0,4840.001666666667,1.5,1.5,0.3333333333333333,2.0,1
Feminino,Branca,Estadual,598.1,503.5,611.4,635.1,760.0,ES incompleto,EM incompleto,True,18.0,550.0016666666667,1.0,0.0,0.0,1.6666666666666667,1
Feminino,Branca,Estadual,537.3,550.7,568.7,521.3,820.0,ES incompleto,PG incompleto,True,17.0,385.0008333333333,0.75,0.1666666666666666,0.1666666666666666,0.6666666666666666,1
Feminino,Branca,Privada,659.2,695.5,747.7,670.0,980.0,PG completo,PG completo,True,17.0,7425.001249999999,0.75,1.125,0.25,2.5,1
Feminino,Branca,Privada,490.4,503.2,561.4,448.8,740.0,PG completo,PG completo,True,17.0,3300.001666666667,1.0,0.6666666666666666,1.0,2.0,0
Feminino,Branca,Privada,703.9,622.3,860.2,640.3,680.0,PG incompleto,PG completo,True,18.0,1485.00125,1.125,0.5,0.25,1.75,1
Feminino,Parda,Estadual,533.4,392.1,575.5,511.1,720.0,ES incompleto,EM incompleto,True,18.0,462.001,0.6,0.0,0.0,0.6,0
Masculino,Parda,Estadual,565.7,489.5,414.3,543.9,680.0,EM incompleto,EM incompleto,True,17.0,1815.0025,1.0,0.0,0.0,3.0,0
Masculino,Parda,Estadual,517.0,566.3,584.9,508.5,380.0,ES incompleto,ES incompleto,True,18.0,825.0025,1.0,0.5,0.0,2.5,0
Feminino,Branca,Federal,639.0,515.4,593.8,615.7,880.0,EM incompleto,EF-2 incompleto,True,19.0,1155.0025,1.0,0.0,0.0,2.5,1
Feminino,Parda,Estadual,395.5,0.0,0.0,446.1,0.0,EF-1 incompleto,EM incompleto,True,18.0,385.0008333333333,0.75,0.0,0.1666666666666666,1.0,0
Masculino,Parda,Estadual,558.8,442.4,364.2,545.4,600.0,EF-1 incompleto,EM incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0
Masculino,Preta,Estadual,350.0,360.2,425.4,411.4,540.0,PG completo,PG incompleto,True,18.0,1485.00125,1.125,0.25,0.25,2.0,0
Masculino,Amarela,Privada,661.8,643.4,704.2,655.4,840.0,PG incompleto,PG incompleto,True,17.0,5610.0025000000005,1.0,1.0,0.5,2.5,1
Masculino,Branca,Privada,627.3,568.3,633.4,548.5,700.0,PG incompleto,PG incompleto,True,17.0,3740.001666666667,1.0,0.6666666666666666,0.3333333333333333,3.5,1
Masculino,Branca,Estadual,536.3,475.1,616.2,520.3,580.0,ES incompleto,PG completo,True,18.0,5775.001249999999,1.125,0.5,0.25,2.875,0
Masculino,Parda,Estadual,542.8,417.5,652.0,491.3,640.0,ES incompleto,ES incompleto,True,18.0,1980.001,0.9,0.2,0.2,1.4,0
Masculino,Parda,Privada,680.6,638.1,787.5,631.1,860.0,PG completo,PG completo,True,18.0,4455.00125,1.125,0.25,0.5,2.125,1
Masculino,Branca,Estadual,465.2,447.1,393.1,454.0,440.0,EM incompleto,ES incompleto,True,17.0,0.0,1.0,0.0,0.0,2.0,0
Feminino,Branca,Privada,680.6,599.1,717.7,661.0,960.0,PG completo,PG incompleto,True,17.0,4180.001666666667,1.5,1.5,0.6666666666666666,2.333333333333333,1
Feminino,Parda,Estadual,531.2,470.6,496.2,514.2,720.0,ES incompleto,PG incompleto,True,17.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Feminino,Preta,Estadual,588.7,523.4,677.3,563.1,600.0,EM incompleto,PG incompleto,True,17.0,220.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,1
Masculino,Branca,Privada,751.0,671.1,743.6,642.1,660.0,PG incompleto,PG incompleto,True,17.0,1485.00125,1.125,1.125,0.5,3.125,1
Masculino,Preta,Estadual,565.1,494.6,468.7,542.8,680.0,EM incompleto,ES incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0
Masculino,Branca,Privada,584.6,546.7,570.0,579.0,640.0,ES incompleto,ES incompleto,True,17.0,907.50125,0.5,0.25,0.25,1.0,1
Masculino,Branca,Privada,523.1,512.9,613.7,571.0,600.0,PG incompleto,PG incompleto,True,17.0,1155.00125,1.125,0.25,0.25,1.5,0
Masculino,Amarela,Privada,595.1,494.4,619.6,589.6,880.0,PG completo,PG incompleto,True,18.0,2860.001666666667,1.0,0.6666666666666666,1.0,3.0,1
Masculino,Amarela,Privada,600.8,672.7,739.3,552.8,600.0,PG incompleto,PG incompleto,True,17.0,3630.00125,1.125,1.125,0.25,1.75,1
Feminino,Preta,Estadual,441.4,336.3,377.5,435.6,600.0,EM incompleto,EF-2 incompleto,True,18.0,275.00083333333333,0.5,0.0,0.0,0.8333333333333334,0
Masculino,Parda,Privada,640.6,601.7,685.4,587.8,760.0,PG incompleto,PG incompleto,True,17.0,3135.0012500000003,1.125,0.25,0.5,1.75,1
Feminino,Preta,Privada,366.2,518.2,625.0,574.9,680.0,EM incompleto,ES incompleto,True,17.0,990.0016666666668,1.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,0
Masculino,Preta,Estadual,319.9,427.2,595.6,458.3,460.0,ES incompleto,ES incompleto,True,18.0,550.0016666666667,1.0,0.3333333333333333,0.0,1.6666666666666667,0
Feminino,Branca,Estadual,476.6,509.6,435.1,517.6,560.0,PG incompleto,PG completo,True,18.0,1485.00125,1.125,0.5,0.5,1.75,0
Feminino,Branca,Estadual,613.2,498.6,506.8,582.0,720.0,EF-1 incompleto,PG incompleto,True,18.0,577.50125,0.25,0.0,0.0,0.5,1
Feminino,Amarela,Privada,549.4,481.6,560.0,524.2,560.0,ES incompleto,ES incompleto,True,17.0,4950.0025000000005,1.0,0.5,0.5,2.0,0
Feminino,Branca,Estadual,558.7,562.7,501.7,588.8,740.0,PG incompleto,ES incompleto,True,17.0,990.0016666666668,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1
Masculino,Branca,Privada,453.4,449.2,571.8,479.2,600.0,ES incompleto,ES incompleto,True,17.0,907.50125,0.5,0.0,0.25,1.0,0
Masculino,Parda,Privada,643.9,572.2,686.0,582.3,760.0,ES incompleto,PG incompleto,True,18.0,924.001,0.9,0.0,0.2,0.8,1
Feminino,Branca,Estadual,650.4,558.4,589.6,635.4,800.0,ES incompleto,PG incompleto,True,18.0,1980.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0,1
Masculino,Branca,Estadual,566.8,545.2,594.4,608.1,640.0,PG incompleto,ES incompleto,True,18.0,907.50125,1.125,0.5,0.5,1.5,1
Feminino,Branca,Estadual,541.1,572.6,442.9,532.1,620.0,EM incompleto,PG completo,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Masculino,Preta,Estadual,490.1,382.4,398.9,474.4,380.0,EF-2 incompleto,EF-2 incompleto,True,18.0,412.50125,0.5,0.0,0.0,1.0,0
Masculino,Amarela,Privada,603.6,615.4,764.0,582.3,880.0,PG completo,PG completo,True,18.0,1155.00125,1.125,0.75,0.5,1.25,1
Masculino,Parda,Estadual,530.0,518.0,619.6,489.6,540.0,EM incompleto,ES incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Feminino,Branca,Estadual,476.3,587.8,693.8,582.4,640.0,PG completo,ES incompleto,True,17.0,1485.00125,1.125,0.25,0.25,1.5,1
Masculino,Branca,Estadual,575.5,459.1,536.2,566.5,800.0,EM incompleto,ES incompleto,True,18.0,330.00100000000003,0.4,0.0,0.0,0.8,1
Masculino,Branca,Privada,498.3,551.8,549.0,462.0,420.0,PG incompleto,ES incompleto,True,17.0,1485.00125,0.5,0.25,0.0,1.25,0
Feminino,Parda,Estadual,561.2,455.5,481.9,561.4,880.0,ES incompleto,PG incompleto,True,18.0,1485.00125,1.125,0.25,0.25,1.0,0
Feminino,Amarela,Privada,507.9,552.3,566.5,496.7,840.0,PG completo,PG completo,True,17.0,14850.0025,1.5,1.0,0.5,3.5,0
Masculino,Branca,Privada,483.2,600.3,660.6,524.0,420.0,EM incompleto,ES incompleto,True,17.0,1155.00125,0.5,0.25,0.5,1.0,0
Feminino,Preta,Estadual,524.3,516.3,418.7,520.7,560.0,ES incompleto,ES incompleto,True,18.0,165.0,0.5,0.0,0.0,0.75,0
Masculino,Branca,Privada,718.4,612.6,672.8,606.2,880.0,PG completo,PG completo,True,17.0,3740.001666666667,1.0,0.6666666666666666,0.6666666666666666,2.333333333333333,1
Masculino,Preta,Estadual,482.1,505.8,582.9,500.8,580.0,EF-2 incompleto,ES incompleto,True,18.0,577.50125,1.125,0.0,0.25,1.5,0
Feminino,Preta,Estadual,380.6,445.0,512.4,490.9,520.0,EF-2 incompleto,ES incompleto,True,18.0,165.0,0.75,0.0,0.0,1.25,0
Feminino,Branca,Privada,702.6,598.1,785.2,614.0,660.0,PG incompleto,PG incompleto,True,16.0,5940.000999999999,0.9,0.9,0.6,2.5,1
Feminino,Branca,Privada,607.1,478.3,706.6,565.4,900.0,PG completo,PG completo,True,18.0,3630.00125,0.75,0.75,0.25,2.0,1
Feminino,Branca,Privada,618.6,560.5,731.5,618.8,820.0,PG completo,PG completo,True,17.0,990.0016666666668,1.0,1.5,0.6666666666666666,2.6666666666666665,1
Masculino,Branca,Privada,549.9,465.5,427.4,582.1,660.0,PG incompleto,ES incompleto,True,18.0,4180.001666666667,1.0,1.0,0.6666666666666666,2.6666666666666665,0
Feminino,Preta,Estadual,517.4,509.2,386.5,492.4,460.0,Nunca estudou,ES incompleto,True,17.0,132.0,0.9,0.2,0.2,1.6,0
Masculino,Branca,Privada,632.8,601.5,838.3,605.6,380.0,EM incompleto,ES incompleto,True,17.0,3300.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333,1
Masculino,Parda,Privada,597.2,515.4,547.4,560.1,580.0,PG incompleto,PG incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333,0
Feminino,Branca,Privada,632.5,618.1,651.4,595.1,860.0,PG completo,PG completo,True,17.0,3740.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,1
Masculino,Preta,Estadual,563.0,448.4,534.5,534.2,440.0,ES incompleto,ES incompleto,True,17.0,594.001,0.0,0.2,0.0,0.6,0
Feminino,Branca,Privada,633.6,648.2,689.1,528.7,840.0,PG incompleto,PG completo,True,17.0,5940.001666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.333333333333333,1
Masculino,Amarela,Privada,659.8,700.7,817.7,616.4,920.0,PG incompleto,PG incompleto,True,17.0,2475.0012500000003,0.75,0.5,0.5,1.75,1
Feminino,Parda,Privada,541.1,446.1,527.0,567.0,840.0,ES incompleto,ES incompleto,True,17.0,990.0016666666668,1.0,0.6666666666666666,0.3333333333333333,2.0,0
Masculino,Branca,Estadual,491.7,520.4,467.5,540.6,480.0,EM incompleto,EM incompleto,True,18.0,330.00100000000003,0.4,0.2,0.0,0.8,0
Feminino,Branca,Privada,621.7,551.3,485.0,598.6,900.0,PG incompleto,PG incompleto,True,19.0,412.50125,1.125,0.25,0.0,1.0,1
Feminino,Branca,Estadual,450.4,347.4,371.5,425.5,520.0,EM incompleto,EF-1 incompleto,False,18.0,82.5,0.0,0.0,0.0,0.375,0
Masculino,Branca,Privada,566.6,534.7,730.7,558.2,880.0,PG incompleto,PG incompleto,True,17.0,4455.00125,1.125,0.75,0.25,2.125,1
Masculino,Parda,Estadual,567.6,571.2,708.2,544.6,660.0,ES incompleto,PG completo,True,17.0,1540.0016666666668,1.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,1
Masculino,Parda,Estadual,656.3,481.1,692.9,636.0,820.0,EF-1 incompleto,EM incompleto,True,18.0,1485.00125,1.125,0.25,0.25,1.75,1
Feminino,Branca,Privada,624.0,601.8,656.3,608.9,840.0,PG incompleto,PG completo,True,18.0,7700.001666666666,1.0,0.6666666666666666,0.3333333333333333,2.333333333333333,1
Masculino,Branca,Privada,673.5,668.7,735.9,635.5,760.0,PG completo,PG completo,True,17.0,2805.0012500000003,0.25,0.75,0.5,2.375,1
Masculino,Branca,Privada,486.8,418.2,608.0,505.4,620.0,EF-2 incompleto,Nunca estudou,True,17.0,330.00100000000003,0.9,0.6,0.2,1.4,0
