,TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,INTERNET_CASA,EST_IDADE,EST_RENDA_PER_CAP,EST_CELULAR_PER_CAP,EST_COMP_PER_CAP,EST_VEICULO_PER_CAP,EST_ELE_DOM_PER_CAP
5126,Masculino,Preta,Estadual,547.4,500.7,420.8,545.6,380.0,ES incompleto,ES incompleto,True,18.0,550.0016666666667,1.0,0.3333333333333333,0.0,2.0
5127,Feminino,Branca,Privada,542.4,568.9,745.6,574.7,840.0,PG completo,PG completo,True,17.0,1485.00125,1.125,0.5,0.5,1.75
5128,Feminino,Branca,Privada,567.3,451.0,606.6,479.0,840.0,EM incompleto,ES incompleto,True,17.0,577.50125,0.75,0.25,0.5,1.5
5129,Masculino,Branca,Privada,499.9,572.8,644.2,495.9,660.0,ES incompleto,ES incompleto,True,17.0,132.0,0.9,0.2,0.2,0.8
5130,Feminino,Branca,Privada,622.6,590.6,629.0,600.7,720.0,PG incompleto,PG completo,True,18.0,2860.001666666667,1.0,0.6666666666666666,0.0,2.333333333333333
5131,Feminino,Branca,Estadual,583.8,527.9,574.1,550.8,600.0,EF-2 incompleto,EF-2 incompleto,True,18.0,165.0,0.5,0.25,0.0,1.0
5132,Feminino,Parda,Estadual,612.0,467.4,524.9,574.0,560.0,EM incompleto,ES incompleto,True,18.0,412.50125,1.125,0.25,0.0,1.75
5133,Feminino,Branca,Privada,621.5,539.2,727.8,591.7,780.0,PG completo,PG completo,True,18.0,7425.001249999999,1.125,1.125,0.75,2.5
5134,Feminino,Branca,Estadual,538.2,453.5,475.5,469.3,520.0,ES incompleto,EM incompleto,True,17.0,577.50125,1.125,0.0,0.25,1.5
5135,Masculino,Parda,Privada,413.0,460.1,378.9,370.3,600.0,EF-2 incompleto,PG completo,True,17.0,4455.00125,1.125,1.125,0.25,1.875
5136,Feminino,Parda,Estadual,508.5,354.9,568.9,530.0,360.0,EM incompleto,EF-2 incompleto,True,18.0,550.0016666666667,1.0,0.0,0.3333333333333333,1.6666666666666667
5137,Feminino,Preta,Federal,620.1,532.8,622.6,518.5,780.0,PG incompleto,ES incompleto,True,19.0,742.50125,0.75,0.25,0.0,1.0
5138,Feminino,Branca,Privada,565.0,591.6,570.7,533.4,860.0,ES incompleto,PG incompleto,True,18.0,1980.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0
5139,Feminino,Branca,Estadual,589.5,491.5,601.1,608.1,640.0,ES incompleto,EM incompleto,True,17.0,577.50125,0.75,0.25,0.0,1.0
5140,Masculino,Branca,Privada,440.7,529.6,451.6,424.5,380.0,ES incompleto,PG completo,True,18.0,2860.001666666667,1.0,0.3333333333333333,0.6666666666666666,3.333333333333333
5141,Masculino,Branca,Privada,629.6,575.9,721.8,635.0,900.0,PG completo,PG completo,True,18.0,1815.0025,1.0,1.0,0.5,3.0
5142,Masculino,Branca,Estadual,498.5,543.1,533.6,494.9,520.0,PG incompleto,ES incompleto,True,17.0,577.50125,1.125,0.25,0.0,1.75
5143,Masculino,Parda,Estadual,538.2,513.0,527.5,555.6,900.0,EF-2 incompleto,EF-2 incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.25
5144,Masculino,Preta,Estadual,475.7,344.5,581.7,501.9,520.0,PG completo,PG completo,True,17.0,742.50125,0.25,0.0,0.5,1.25
5145,Masculino,Preta,Estadual,591.4,601.8,699.4,591.0,760.0,EF-1 incompleto,EF-1 incompleto,True,18.0,132.0,0.6,0.0,0.0,0.8
5146,Feminino,Branca,Privada,612.2,502.8,702.2,570.5,800.0,PG completo,PG completo,True,17.0,3564.001,0.9,0.9,0.9,2.0
5147,Feminino,Branca,Estadual,581.4,546.2,588.3,535.2,780.0,EM incompleto,ES incompleto,True,17.0,577.50125,0.75,0.0,0.25,1.25
5148,Masculino,Branca,Privada,616.2,509.8,728.3,667.7,560.0,PG completo,PG completo,True,18.0,3135.0012500000003,1.125,0.75,0.25,1.25
5149,Feminino,Branca,Estadual,586.2,542.2,619.1,585.5,460.0,EM incompleto,ES incompleto,True,17.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
5150,Feminino,Branca,Estadual,549.8,496.0,584.4,517.8,780.0,EM incompleto,EM incompleto,True,17.0,330.0,1.0,0.0,0.0,1.5
5151,Masculino,Branca,Privada,778.6,724.2,868.0,640.5,820.0,PG completo,PG completo,True,18.0,5940.001666666667,1.0,0.6666666666666666,0.3333333333333333,2.0
5152,Masculino,Branca,Estadual,617.4,541.6,721.0,620.5,820.0,PG incompleto,PG incompleto,True,17.0,770.0016666666667,1.0,0.3333333333333333,0.0,1.6666666666666667
5153,Feminino,Preta,Federal,563.2,552.2,544.8,563.0,720.0,EF-1 incompleto,Nunca estudou,True,18.0,165.0,1.125,0.25,0.0,2.0
5154,Masculino,Preta,Estadual,575.2,527.2,458.8,616.7,740.0,ES incompleto,ES incompleto,True,18.0,1485.00125,1.125,0.75,0.25,1.25
5155,Feminino,Parda,Estadual,497.8,494.0,544.8,524.9,600.0,ES incompleto,ES incompleto,False,18.0,165.0,0.5,0.0,0.0,0.5
5156,Feminino,Preta,Estadual,511.0,498.8,584.7,511.6,420.0,ES incompleto,ES incompleto,True,18.0,924.001,0.6,0.2,0.2,0.8
5157,Masculino,Parda,Privada,615.4,580.7,736.1,611.5,820.0,ES incompleto,PG completo,True,17.0,1452.001,0.9,0.6,0.2,0.8
5158,Masculino,Branca,Privada,595.7,605.4,768.8,563.3,500.0,PG completo,PG completo,True,17.0,5940.000999999999,0.9,0.2,0.4,2.7
5159,Feminino,Branca,Estadual,467.4,441.7,424.7,508.2,560.0,EM incompleto,ES incompleto,True,18.0,165.0,0.75,0.0,0.25,1.0
5160,Feminino,Branca,Privada,654.3,603.8,667.6,635.2,820.0,PG incompleto,ES incompleto,True,17.0,1485.0025,1.0,0.5,0.0,3.5
5161,Feminino,Parda,Estadual,524.2,399.8,502.8,503.1,720.0,EM incompleto,EF-1 incompleto,True,18.0,220.0,0.3333333333333333,0.0,0.0,1.3333333333333333
5162,Masculino,Amarela,Privada,494.4,477.6,563.1,437.9,340.0,PG completo,PG completo,True,18.0,2805.0012500000003,0.75,0.75,0.5,2.0
5163,Feminino,Branca,Privada,516.8,515.5,700.0,641.4,640.0,PG completo,PG incompleto,True,18.0,4840.001666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667
5164,Masculino,Branca,Estadual,480.9,493.2,428.1,490.2,520.0,ES incompleto,EM incompleto,True,17.0,742.50125,0.75,0.25,0.25,1.0
5165,Masculino,Branca,Privada,531.3,534.9,590.9,523.8,460.0,PG incompleto,PG completo,True,17.0,1155.00125,1.125,0.75,0.5,1.5
5166,Feminino,Branca,Privada,564.8,538.9,540.3,524.6,660.0,EM incompleto,ES incompleto,True,17.0,1452.001,0.9,0.2,0.4,2.7
5167,Feminino,Branca,Privada,460.3,428.9,540.1,515.4,520.0,ES incompleto,ES incompleto,True,18.0,1155.00125,0.75,0.25,0.25,1.75
5168,Feminino,Branca,Privada,490.6,552.7,558.3,517.8,380.0,PG incompleto,PG incompleto,True,18.0,2145.0012500000003,1.125,0.25,0.5,1.5
5169,Masculino,Preta,Privada,504.6,533.0,608.5,417.4,580.0,EM incompleto,PG incompleto,True,17.0,1155.0025,1.0,0.5,0.5,3.0
5170,Masculino,Preta,Privada,558.3,548.4,413.4,535.2,480.0,PG completo,PG completo,True,19.0,4455.00125,1.125,1.125,0.5,2.0
5171,Masculino,Branca,Privada,629.0,655.2,826.8,599.5,740.0,PG completo,PG completo,True,18.0,9900.001666666663,1.5,1.5,0.6666666666666666,3.0
5172,Masculino,Preta,Estadual,426.6,550.5,533.8,517.5,340.0,EF-2 incompleto,EF-1 incompleto,True,18.0,742.50125,0.0,0.25,0.25,1.25
5173,Feminino,Branca,Privada,576.0,615.8,677.4,571.4,780.0,PG completo,PG incompleto,True,18.0,9900.001666666663,1.5,1.5,1.3333333333333333,5.5
5174,Masculino,Branca,Privada,537.2,557.0,575.3,508.5,680.0,ES incompleto,ES incompleto,True,18.0,742.50125,1.125,0.25,0.25,1.75
5175,Masculino,Branca,Estadual,471.6,343.9,489.2,439.7,0.0,EF-1 incompleto,ES incompleto,False,18.0,330.0,0.0,0.0,0.0,1.5
5176,Masculino,Branca,Privada,494.9,475.7,444.3,470.0,540.0,PG incompleto,PG incompleto,True,18.0,2475.0012500000003,1.125,0.25,0.25,1.75
5177,Feminino,Branca,Privada,583.5,592.6,681.2,564.0,760.0,PG incompleto,PG completo,True,17.0,2145.0012500000003,1.125,0.5,0.5,2.25
5178,Masculino,Branca,Privada,633.2,583.8,477.0,611.6,880.0,ES incompleto,ES incompleto,True,18.0,518.5721428571429,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.7142857142857143
5179,Masculino,Branca,Estadual,668.6,589.4,602.9,661.6,600.0,ES incompleto,PG incompleto,True,18.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0
5180,Feminino,Branca,Estadual,491.0,395.8,386.7,505.4,260.0,ES incompleto,EF-2 incompleto,True,18.0,220.0,1.0,0.0,0.0,2.333333333333333
5181,Feminino,Parda,Estadual,579.6,500.6,501.8,556.7,660.0,EF-2 incompleto,ES incompleto,True,17.0,550.0016666666667,0.6666666666666666,0.3333333333333333,0.0,2.0
5182,Masculino,Branca,Privada,537.3,506.4,599.7,568.2,600.0,PG completo,PG incompleto,True,18.0,7425.001249999999,1.125,1.125,0.5,3.125
5183,Masculino,Branca,Estadual,507.4,578.9,539.4,581.8,680.0,ES incompleto,PG incompleto,True,19.0,907.50125,1.125,0.5,0.5,2.0
5184,Masculino,Branca,Privada,565.8,573.9,720.3,557.9,920.0,PG completo,PG completo,True,18.0,9900.001666666663,1.0,1.0,0.6666666666666666,3.0
5185,Masculino,Preta,Estadual,351.7,370.3,396.6,319.3,540.0,EF-2 incompleto,ES incompleto,True,18.0,550.0016666666667,0.3333333333333333,0.0,0.0,1.6666666666666667
5186,Feminino,Preta,Estadual,428.3,505.5,391.8,480.5,660.0,ES incompleto,ES incompleto,True,17.0,550.0016666666667,1.0,0.6666666666666666,0.3333333333333333,3.1666666666666665
5187,Feminino,Parda,Estadual,412.6,384.6,506.3,442.5,600.0,ES incompleto,ES incompleto,True,18.0,495.0008333333333,0.75,0.1666666666666666,0.0,0.8333333333333334
5188,Feminino,Branca,Privada,452.7,433.9,434.9,495.1,820.0,PG completo,PG completo,True,17.0,4455.00125,1.125,1.125,1.125,2.375
5189,Masculino,Preta,Estadual,594.5,556.0,503.6,574.7,700.0,ES incompleto,ES incompleto,True,18.0,132.0,0.6,0.2,0.2,1.0
5190,Feminino,Branca,Privada,509.8,464.6,536.5,547.3,840.0,ES incompleto,ES incompleto,True,17.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333
5191,Masculino,Branca,Privada,673.9,579.7,725.0,597.1,900.0,PG completo,PG completo,True,17.0,7700.001666666666,1.0,1.0,0.6666666666666666,2.6666666666666665
5192,Feminino,Branca,Privada,618.9,596.1,488.2,588.0,860.0,PG incompleto,PG incompleto,True,18.0,2805.0012500000003,1.125,1.125,0.75,2.25
5193,Feminino,Branca,Estadual,498.4,428.8,413.9,536.2,700.0,ES incompleto,PG incompleto,True,18.0,742.50125,0.75,0.0,0.25,1.75
5194,Masculino,Branca,Estadual,541.7,588.2,475.8,549.7,580.0,ES incompleto,ES incompleto,True,18.0,605.0008333333334,0.1666666666666666,0.0,0.0,0.5
5195,Masculino,Parda,Privada,656.1,667.3,802.1,644.1,900.0,EM incompleto,EF-2 incompleto,True,18.0,412.50125,0.75,0.25,0.25,2.0
5196,Feminino,Branca,Privada,586.0,524.2,532.3,578.7,880.0,PG incompleto,PG completo,True,17.0,3740.001666666667,1.0,1.5,0.3333333333333333,2.6666666666666665
5197,Feminino,Branca,Privada,689.3,575.5,711.7,608.0,760.0,PG incompleto,PG incompleto,True,18.0,7425.001249999999,1.125,1.125,2.25,2.875
5198,Feminino,Parda,Estadual,579.1,451.9,453.6,566.6,680.0,PG incompleto,ES incompleto,True,17.0,220.0,1.0,0.0,0.3333333333333333,1.6666666666666667
5199,Feminino,Preta,Estadual,537.8,498.3,337.6,549.3,640.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
5200,Masculino,Parda,Privada,589.6,612.9,672.5,594.7,780.0,ES incompleto,EM incompleto,True,18.0,907.50125,0.25,0.5,0.5,1.5
5201,Feminino,Parda,Estadual,555.3,498.7,540.3,549.7,600.0,EF-2 incompleto,EF-1 incompleto,True,18.0,165.0,1.125,0.25,0.25,1.0
5202,Masculino,Branca,Estadual,591.7,565.5,623.5,582.0,360.0,EF-1 incompleto,ES incompleto,True,19.0,495.0008333333333,0.75,0.3333333333333333,0.1666666666666666,1.5
5203,Masculino,Branca,Estadual,371.7,565.2,575.6,533.5,620.0,ES incompleto,ES incompleto,True,17.0,518.5721428571429,0.6428571428571429,0.1428571428571428,0.1428571428571428,0.8571428571428571
5204,Feminino,Branca,Privada,599.9,502.7,695.2,585.3,660.0,ES incompleto,PG incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0
5205,Feminino,Parda,Estadual,512.4,422.6,433.6,502.0,560.0,EF-2 incompleto,ES incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
5206,Masculino,Branca,Privada,330.6,552.0,350.3,494.5,320.0,PG incompleto,PG incompleto,True,19.0,1485.00125,1.125,0.25,0.25,1.5
5207,Masculino,Branca,Privada,564.0,494.2,681.0,606.1,640.0,PG completo,PG completo,True,18.0,2860.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333
5208,Feminino,Amarela,Privada,573.7,587.1,685.2,543.3,460.0,PG incompleto,PG incompleto,True,17.0,2475.0012500000003,1.125,0.5,0.25,1.25
5209,Masculino,Branca,Privada,492.0,501.4,627.5,556.6,620.0,PG completo,PG completo,True,18.0,7425.001249999999,1.125,0.25,0.5,2.375
5210,Feminino,Parda,Privada,689.6,704.9,746.7,685.0,980.0,PG completo,PG incompleto,True,17.0,3300.001666666667,1.0,1.0,0.3333333333333333,3.0
5211,Feminino,Branca,Privada,756.0,701.2,813.3,718.8,880.0,PG completo,PG completo,True,18.0,2904.001,0.9,0.6,0.2,1.6
5212,Masculino,Branca,Estadual,570.8,542.9,542.2,526.9,520.0,ES incompleto,PG incompleto,True,17.0,726.001,0.6,0.0,0.0,1.4
5213,Feminino,Branca,Estadual,599.8,634.3,685.2,595.6,860.0,ES incompleto,PG completo,True,17.0,330.00100000000003,0.6,0.2,0.4,0.6
5214,Masculino,Parda,Privada,643.8,643.2,713.0,631.7,940.0,ES incompleto,ES incompleto,True,18.0,3300.001666666667,1.5,0.3333333333333333,0.0,2.0
5215,Feminino,Branca,Privada,644.7,576.8,685.9,645.6,900.0,PG incompleto,ES incompleto,True,17.0,742.50125,1.125,0.0,0.0,1.5
5216,Masculino,Parda,Privada,626.4,613.6,699.8,590.6,660.0,PG incompleto,PG completo,True,17.0,907.50125,1.125,0.0,0.25,1.25
5217,Feminino,Branca,Estadual,524.1,519.8,660.5,443.3,560.0,PG completo,EM incompleto,True,18.0,330.00100000000003,0.6,0.0,0.0,1.0
5218,Feminino,Branca,Privada,618.1,546.9,721.4,619.7,900.0,PG completo,PG completo,True,17.0,3740.001666666667,1.0,0.3333333333333333,0.6666666666666666,2.6666666666666665
5219,Feminino,Parda,Privada,559.6,545.6,502.6,555.7,680.0,ES incompleto,PG incompleto,True,17.0,2860.001666666667,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667
5220,Masculino,Parda,Privada,680.6,612.4,701.3,645.6,860.0,PG incompleto,PG completo,True,18.0,1540.0016666666668,1.0,1.0,0.3333333333333333,2.0
5221,Masculino,Branca,Estadual,632.0,398.1,779.3,609.3,600.0,EM incompleto,ES incompleto,True,17.0,742.50125,1.125,0.5,0.5,2.0
5222,Feminino,Parda,Estadual,468.7,356.4,479.9,423.9,0.0,EF-1 incompleto,ES incompleto,False,18.0,577.50125,0.75,0.0,0.0,1.0
5223,Masculino,Branca,Estadual,498.1,543.1,608.6,600.5,560.0,ES incompleto,ES incompleto,True,18.0,770.0008333333334,0.75,0.1666666666666666,0.1666666666666666,1.0
5224,Masculino,Branca,Estadual,430.3,411.7,571.3,424.7,420.0,PG completo,PG completo,True,18.0,1155.00125,0.75,0.25,0.25,1.25
5225,Feminino,Parda,Privada,579.3,445.4,641.5,580.5,780.0,PG completo,PG incompleto,True,18.0,1815.00125,1.125,1.125,0.25,1.5
5226,Masculino,Branca,Privada,670.1,688.9,755.1,597.6,880.0,PG completo,PG incompleto,True,18.0,5940.000999999999,0.9,0.9,0.4,1.9
5227,Feminino,Parda,Estadual,500.3,467.8,546.0,494.6,600.0,EF-2 incompleto,EF-2 incompleto,True,18.0,220.0,0.6666666666666666,0.3333333333333333,0.0,1.0
5228,Masculino,Branca,Privada,696.7,496.4,568.1,595.9,840.0,ES incompleto,PG completo,True,17.0,2145.0012500000003,1.125,0.5,0.25,1.5
5229,Feminino,Branca,Privada,549.6,505.4,548.9,521.6,860.0,ES incompleto,PG incompleto,True,17.0,1540.0016666666668,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667
5230,Masculino,Branca,Privada,570.5,527.3,691.1,558.1,760.0,PG incompleto,PG incompleto,True,18.0,1188.001,0.6,0.6,0.4,0.8
5231,Masculino,Branca,Privada,583.0,553.9,634.7,581.9,700.0,PG completo,EM incompleto,True,17.0,4840.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333
5232,Masculino,Preta,Privada,313.6,356.7,396.4,374.0,440.0,ES incompleto,PG incompleto,True,17.0,2420.0016666666666,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333
5233,Feminino,Parda,Privada,614.9,597.5,684.2,609.9,660.0,PG completo,PG incompleto,True,17.0,9900.001666666663,1.0,1.0,0.6666666666666666,4.166666666666667
5234,Feminino,Parda,Privada,539.3,473.9,584.8,549.3,540.0,EF-1 incompleto,EF-2 incompleto,True,18.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
5235,Feminino,Parda,Estadual,411.7,456.1,413.3,489.3,520.0,ES incompleto,ES incompleto,True,17.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333
5236,Feminino,Branca,Privada,688.6,719.4,881.4,664.1,940.0,ES incompleto,PG incompleto,True,18.0,7425.001249999999,1.125,1.125,0.75,2.875
5237,Masculino,Branca,Privada,523.7,612.6,729.8,387.7,980.0,PG incompleto,PG completo,True,18.0,1980.0016666666668,1.0,0.0,0.6666666666666666,2.0
5238,Masculino,Branca,Estadual,578.8,500.0,707.5,571.8,440.0,ES incompleto,PG incompleto,True,18.0,577.50125,1.125,0.25,0.25,1.0
5239,Feminino,Branca,Estadual,496.2,447.5,596.2,461.8,320.0,PG completo,PG completo,True,18.0,1188.001,0.2,0.0,0.2,0.8
5240,Feminino,Branca,Privada,562.6,571.7,731.2,512.5,960.0,EF-1 incompleto,PG incompleto,True,17.0,2420.0016666666666,1.0,0.3333333333333333,0.6666666666666666,2.333333333333333
5241,Feminino,Branca,Privada,604.6,573.9,695.5,661.5,800.0,PG completo,PG incompleto,True,17.0,3135.0012500000003,1.125,0.25,0.5,1.5
5242,Feminino,Branca,Estadual,574.2,428.5,578.5,537.8,640.0,EF-1 incompleto,EF-2 incompleto,True,18.0,770.0016666666667,1.0,0.0,0.0,1.0
5243,Masculino,Branca,Privada,572.1,522.5,609.1,509.3,740.0,ES incompleto,ES incompleto,True,17.0,726.001,0.6,0.2,0.4,1.8
5244,Feminino,Branca,Estadual,505.3,454.7,446.2,428.1,600.0,EM incompleto,EM incompleto,True,18.0,412.50125,0.75,0.0,0.25,1.25
5245,Masculino,Branca,Privada,655.4,568.1,727.8,593.4,560.0,PG completo,PG incompleto,True,17.0,7425.001249999999,1.125,1.125,0.5,2.75
5246,Masculino,Branca,Privada,617.2,402.6,608.3,527.8,700.0,ES incompleto,PG completo,True,17.0,1980.0016666666668,1.5,0.6666666666666666,0.6666666666666666,2.0
5247,Masculino,Branca,Estadual,547.7,445.8,440.7,535.1,520.0,EF-2 incompleto,EM incompleto,True,18.0,1210.0016666666668,1.0,0.6666666666666666,0.3333333333333333,2.333333333333333
5248,Feminino,Branca,Privada,584.7,541.0,501.5,550.7,640.0,PG completo,PG incompleto,True,17.0,924.001,0.4,0.0,0.2,1.2
5249,Feminino,Preta,Estadual,554.2,468.1,512.5,579.3,740.0,PG incompleto,EM incompleto,True,17.0,412.50125,0.75,0.25,0.0,1.5
5250,Masculino,Parda,Estadual,562.6,508.5,663.5,533.7,500.0,EM incompleto,EF-2 incompleto,True,18.0,330.00100000000003,0.9,0.0,0.0,1.2
5251,Masculino,Parda,Estadual,488.0,446.9,577.0,466.5,480.0,EM incompleto,EM incompleto,True,18.0,462.001,0.9,0.6,0.0,1.4
5252,Masculino,Branca,Privada,495.3,442.2,613.6,511.7,600.0,PG completo,PG incompleto,True,17.0,1485.0025,1.0,0.5,0.5,2.0
5253,Masculino,Branca,Privada,516.1,434.8,544.1,512.5,680.0,PG incompleto,PG incompleto,True,18.0,2805.0012500000003,1.125,1.125,0.5,1.5
5254,Masculino,Branca,Estadual,565.4,446.9,494.4,542.0,600.0,EF-1 incompleto,Nunca estudou,True,18.0,220.0,0.3333333333333333,0.0,0.3333333333333333,0.0
5255,Masculino,Branca,Estadual,481.4,461.4,539.1,536.1,600.0,ES incompleto,PG incompleto,True,18.0,1540.0016666666668,0.6666666666666666,0.0,0.0,2.0
5256,Masculino,Parda,Estadual,628.2,588.3,678.7,620.6,740.0,ES incompleto,ES incompleto,True,18.0,742.50125,1.125,0.25,0.5,1.75
5257,Feminino,Branca,Estadual,569.8,495.6,504.0,499.5,880.0,ES incompleto,EM incompleto,True,17.0,1540.0016666666668,1.0,0.0,0.0,1.3333333333333333
5258,Feminino,Parda,Estadual,461.6,491.4,396.4,487.9,560.0,ES incompleto,ES incompleto,True,18.0,462.001,0.6,0.0,0.2,1.0
5259,Masculino,Preta,Estadual,618.6,592.9,664.8,475.7,760.0,ES incompleto,ES incompleto,True,18.0,742.50125,0.25,0.5,0.0,1.0
5260,Feminino,Parda,Privada,607.8,459.6,525.3,542.0,620.0,EF-1 incompleto,PG incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0
5261,Feminino,Branca,Privada,524.1,573.9,716.2,574.7,680.0,PG completo,PG incompleto,True,18.0,907.50125,0.25,0.25,0.5,1.75
5262,Feminino,Branca,Privada,552.6,576.0,483.8,494.3,500.0,ES incompleto,PG completo,True,18.0,990.0016666666668,1.0,1.0,0.3333333333333333,3.333333333333333
5263,Feminino,Preta,Estadual,490.9,441.5,394.2,521.1,580.0,ES incompleto,ES incompleto,True,18.0,2310.0025,1.0,0.5,0.0,2.5
5264,Feminino,Branca,Estadual,605.6,550.6,565.2,574.5,600.0,ES incompleto,EF-2 incompleto,True,18.0,330.00100000000003,0.6,0.0,0.2,0.6
5265,Feminino,Parda,Privada,509.3,507.2,655.5,596.8,840.0,PG incompleto,PG incompleto,True,18.0,4180.001666666667,1.5,1.0,0.6666666666666666,2.6666666666666665
5266,Masculino,Parda,Estadual,377.9,421.8,387.7,412.2,380.0,EM incompleto,EM incompleto,True,18.0,165.0,1.125,0.25,0.0,1.5
5267,Feminino,Branca,Privada,582.2,590.6,705.3,579.0,860.0,ES incompleto,ES incompleto,True,17.0,220.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
5268,Masculino,Preta,Estadual,534.9,498.9,591.2,573.1,600.0,PG incompleto,ES incompleto,True,18.0,660.0007142857143,0.6428571428571429,0.1428571428571428,0.1428571428571428,0.8571428571428571
5269,Feminino,Branca,Estadual,533.9,544.6,582.1,581.5,700.0,EF-1 incompleto,ES incompleto,True,18.0,220.0,1.0,0.0,0.0,1.3333333333333333
5270,Masculino,Parda,Estadual,537.8,415.0,589.4,493.9,620.0,ES incompleto,ES incompleto,True,18.0,726.001,0.9,0.0,0.2,0.8
5271,Masculino,Branca,Privada,599.5,609.2,711.1,597.4,900.0,PG incompleto,PG completo,True,17.0,2970.0025,1.0,0.5,0.5,3.0
5272,Masculino,Amarela,Privada,397.3,490.7,675.5,468.5,500.0,ES incompleto,PG incompleto,True,18.0,2475.0012500000003,1.125,0.75,0.25,2.0
5273,Masculino,Branca,Privada,668.9,715.7,807.4,642.9,900.0,PG incompleto,PG completo,True,17.0,4840.001666666667,1.0,1.0,0.6666666666666666,3.1666666666666665
5274,Masculino,Preta,Estadual,591.8,655.4,727.7,583.3,540.0,PG incompleto,PG incompleto,True,18.0,4840.001666666667,1.0,0.6666666666666666,0.6666666666666666,2.333333333333333
5275,Feminino,Branca,Privada,532.0,435.2,657.0,558.5,740.0,ES incompleto,PG completo,True,17.0,2805.0012500000003,1.125,1.125,0.5,2.375
5276,Feminino,Branca,Estadual,581.1,601.4,623.4,666.5,920.0,ES incompleto,PG incompleto,True,17.0,1485.00125,0.25,0.0,0.25,1.25
5277,Masculino,Branca,Privada,615.6,600.5,760.6,567.3,760.0,ES incompleto,PG incompleto,True,17.0,2805.0012500000003,1.125,0.5,0.75,1.25
5278,Feminino,Parda,Privada,554.3,603.9,653.6,600.8,680.0,ES incompleto,PG completo,True,17.0,2475.0012500000003,1.125,0.5,0.5,2.0
5279,Feminino,Branca,Estadual,403.3,430.2,576.0,439.3,600.0,EM incompleto,PG completo,True,18.0,412.50125,0.25,0.0,0.25,1.0
5280,Masculino,Branca,Privada,599.3,621.8,738.3,565.2,600.0,PG completo,PG incompleto,True,17.0,5940.000999999999,0.2,0.2,0.2,0.8
5281,Feminino,Branca,Estadual,662.6,558.5,670.5,607.7,840.0,ES incompleto,PG incompleto,True,17.0,825.0025,1.0,0.5,0.0,3.0
5282,Masculino,Branca,Privada,483.0,466.9,488.8,448.9,440.0,PG incompleto,PG incompleto,True,19.0,1485.00125,0.75,0.25,0.5,1.25
5283,Feminino,Preta,Estadual,493.7,519.1,515.6,507.0,620.0,PG incompleto,PG incompleto,True,18.0,495.0008333333333,0.5,0.0,0.0,0.6666666666666666
5284,Masculino,Preta,Privada,598.4,588.0,716.4,575.6,940.0,ES incompleto,ES incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.5
5285,Feminino,Preta,Privada,472.4,399.9,434.2,497.4,820.0,ES incompleto,ES incompleto,True,18.0,577.50125,0.5,0.0,0.0,1.5
5286,Feminino,Branca,Privada,579.8,454.6,603.8,526.4,660.0,ES incompleto,ES incompleto,True,18.0,1188.001,0.9,0.0,0.2,1.4
5287,Feminino,Branca,Privada,486.7,477.2,600.2,601.5,620.0,ES incompleto,PG completo,True,17.0,2860.001666666667,1.0,0.0,0.3333333333333333,2.333333333333333
5288,Feminino,Branca,Privada,537.6,478.4,661.5,532.7,820.0,EM incompleto,PG incompleto,True,17.0,6270.0025000000005,1.0,1.0,0.0,3.0
5289,Masculino,Branca,Privada,578.0,517.7,642.9,573.8,700.0,PG incompleto,PG completo,True,18.0,5940.001666666667,1.0,1.0,0.3333333333333333,1.3333333333333333
5290,Feminino,Preta,Estadual,390.0,340.9,410.0,401.3,480.0,EF-1 incompleto,EF-1 incompleto,True,18.0,550.0016666666667,1.0,0.0,0.0,1.6666666666666667
